subfolder,rank,word,count,total_files,total_words,estimated_cost
demo-files-tv-split,970,ימין,5,12,32665,1.6584
demo-files-tv-split,971,להסתכל,5,12,32665,1.6584
demo-files-tv-split,972,שאין,5,12,32665,1.6584
demo-files-tv-split,973,האתגרים,5,12,32665,1.6584
demo-files-tv-split,974,התקיפה,5,12,32665,1.6584
demo-files-tv-split,975,יוצאים,5,12,32665,1.6584
demo-files-tv-split,976,חוזר,5,12,32665,1.6584
demo-files-tv-split,977,בביטחון,5,12,32665,1.6584
demo-files-tv-split,978,שרק,5,12,32665,1.6584
demo-files-tv-split,979,ירון,5,12,32665,1.6584
demo-files-tv-split,980,שערי,5,12,32665,1.6584
demo-files-tv-split,981,בוודאי,5,12,32665,1.6584
demo-files-tv-split,982,שבסופו,5,12,32665,1.6584
demo-files-tv-split,983,לכולם,5,12,32665,1.6584
demo-files-tv-split,984,המשפחה,5,12,32665,1.6584
demo-files-tv-split,985,המקומיות,5,12,32665,1.6584
demo-files-tv-split,986,שוקולנד,5,12,32665,1.6584
demo-files-tv-split,987,וחג,4,12,32665,1.6584
demo-files-tv-split,988,בעוד,4,12,32665,1.6584
demo-files-tv-split,989,נציין,4,12,32665,1.6584
demo-files-tv-split,990,השיבה,4,12,32665,1.6584
demo-files-tv-split,991,הטבח,4,12,32665,1.6584
demo-files-tv-split,992,הישראלים,4,12,32665,1.6584
demo-files-tv-split,993,באותו,4,12,32665,1.6584
demo-files-tv-split,994,בשער,4,12,32665,1.6584
demo-files-tv-split,995,נדמה,4,12,32665,1.6584
demo-files-tv-split,996,נעים,4,12,32665,1.6584
demo-files-tv-split,997,בפעם,4,12,32665,1.6584
demo-files-tv-split,998,הקו,4,12,32665,1.6584
demo-files-tv-split,999,הזיכרון,4,12,32665,1.6584
demo-files-tv-split,1000,פותחים,4,12,32665,1.6584
